9780073376356,Basics of Engineering Economy 2nd Edition,Blank; Leland,Spring 2015,ECON 2107,3,Zeynep Arzu Kelani,2316,Required,60,35,58,999999,160,120,82,131.8,This text covers the basic techniques and applications of engineering economy for all disciplines in the engineering profession. The writing style emphasizes brief crisp coverage of the principle or technique discussed in order to reduce the time taken to present and grasp the essentials. The objective of the text is to explain and demonstrate the principles and techniques of engineering economic analysis as applied in different fields of engineering. This brief text includes coverage of multiple attribute evaluation for instructors who want to include non-economic dimensions in alternative evaluation and the discussion of risk considerations in the appendix compared to Blank's comprehensive text where these topics are discussed in two unique chapters.
9780073511450,Essentials of Economics 3rd Edition,Bruce; Stanley L. ,Spring 2015,ECON 2107,3,Zeynep Arzu Kelani,2316,Required,80,62,68,999999,213.15,159.85,109,175.4,Building on the tremendous success of their best-selling Economics Brue McConnell and Flynn have revised their one-semester approach in Essentials of Economics 3e to provide a fresh alternative for the survey course. The result is a patient substantive treatment of micro and macro topics appropriate for the introductory economics student and fully integrated in the digital environment to provide instant remediation and feedback through McGraw-Hill's innovative assessment tool Connect Plus Economics. McGraw-Hill's adaptive learning component LearnSmart provides assignable modules that help students master core concepts in the course. Connect is the only integrated learning system that empowers students by continuously adapting to deliver precisely what they need when they need it and how they need it so that your class time is more engaging and effective.
9780123850638,Biotechnology: Academic Cell Update Edition,David P. Clark Nanette J. Pazdernik,Spring 2015,ENGR 4600,1,Jennifer R. Louten,2933,Required,26,24,0,0,69.45,43,0,27.21,Approaches modern biotechnolgy from a molecular basis in the most current and relevant journal articles
9780132492676,A Gift of Fire: Social Legal and Ethical Issues for Computing Technology 4th Edition,Baase; Sara,Spring 2015,CSE 3642,2,Manijeh Chavoshi,3068,Required,50,20,25,999999,93.57,85.89,28.19,66.99,A Gift of Fire: Social Legal and Ethical Issues for Computing Technology 4e  is ideal for courses in Computer Ethics and Computers and Society. It is also a useful reference for computer science professionals or anyone interested in learning more about computing technology and its overarching impact. Sara Baase explores the social legal philosophical ethical political constitutional and economic implications of computing and the controversies they raise. With a computer scientist's perspective and with historical context for many issues she covers the issues students will face both as members of a technological society and as professionals in computer-related fields. A primary goal is to develop computer professionals who understand the implications of what they create and how it fits into society at large.
9780132662253,Modern Database Management,Jeffery A. Hoffer,Spring 2015,CS 3153,3,Kai Qian,3521,Required,50,50,50,999999,189.79,159.95,59.49,143.99,Focusing on what leading database practitioners say are the most important aspects to database development Modern Database Management presents sound pedagogy and includes topics that are critical for the practical success of database professionals.
9780132856201,Computer Networking,KUROSE,Spring 2015,CS 4263,1,Jung E,3088,Required,1,1,34,999999,152.8,114.6,114.6,114.6,No description available.
9780132911276,ENGR.MECH.:DYNAMICS,HIBBELER,Spring 2015,ENGR 3122,1,Lowder M,2549,Required,1,1,75,999999,206.8,155.1,155.1,155.1,No description available.
9780133773927,Computer Security: Principles and Practice,William Stallings Lawrie Brown,Summer 2015,IT 4823,1,Bob Brown,5211,Required,50,50,50,0,133.62,76.19,43.55,0,Computer Security: Principles and Practice Third Edition is ideal for courses in Computer/Network Security. It also provides a solid up-to-date reference or self-study tutorial for system engineers programmers system managers network managers product marketing personnel system support specialists.
9780133813463,Intro to Java Programming Comp Version Plus MyProgrammmingLab with Pearson eText- Access Card Package ,Y.Daniel Liang ,Spring 2015,CS 2301,2,INMAN,13410,Required,7,7,7,999999,192.5,125,17.99,57.2,No description available.
9780136088394,Modern Database Management,Jefferey A. Hoffer Ramesh Venkataraman & Heikki Topi,Spring 2015,CSE 3153,2,Kai Qian,3520,Recommended,9,30,0,0,94.78,25.98,0,0,Provides the latest information in database development.
9780205734610,The Enjoyment of theatre,Jim A. Patterson Patti P. Gillespie Jim hunter Kenneth Cameron,Spring 2015,ARTS 2002,1,Charlotte Stephenson,2415,Required,12,42,0,0,40,4.5,0,0,Brings theatre to life for readers by showing the relationship and relevance of the performing arts to everyday lives
9780300161632,Encounters: Chinese Language and Culture Student Book 2,Cynthia Y. Ning,Spring 2015,CHNS 2001,1,MENG,10127,Required,9,9,9,999999,221.25,165.95,87,116.4,No description available.
9780312597139,The Bedford Anthology of American Literature Shorter Edition: Beginnings to the Present,Susan Belasco Linck Johnson,Spring 2015,ENGL 2130,1,Phillip M. Harrold (P),3398,Required,50,50,50,0,77.62,32.62,17.98,0,Here at last is an anthology that is not simply a collection of texts but a carefully crafted tool for teaching and learning. This concise single-volume edition includes all the features of the longer volumes but with a manageable amount of literature that can be covered in a single semester comprehensive survey course. With engaging author and selection introductions and generous gloss notes The Bedford Anthology of American Literature Shorter Edition helps students read appreciate and understand American literature. The unsurpassed illustration program helps students grasp the cultural material and social conditions in which literary works are produced. Several innovative features supply additional contexts for the literature while others help students reflect on why American literature is relevant and worth reading today.
9780312602673,Listen 7e paper & 6-CD Set,Joseph Kerman and Gary tomlinson,Spring 2015,CS 4263,3,John F. Stanislawski,2417,Required,21,29,75,999999,130.5,97.9,97.9,97.9,Includes the highest quality recordings to introduce students to the art of focused listening. Also includes text material to go with CD's
9780321267160,C# Software Solutions,Lewis; John,Spring 2015,CSE 1302 C,1,Richard Gesick,3274,Recommended,36,20,27,999999,89.92,27.94,25.6,11.66,Lewis provides the most up-to-date introduction to the C# programming language.  Takes an object oriented approach by covering C# for a beginning programmer. It provides both text-based and GUI-based examples to demonstrate computing concepts. It uses UML: Unified Modeling Language throughout to illustrate program designs. MARKET: For readers who want to learn how to program using the C# language.
9780321707338,Principles of Biochemistry 5th Edition,Moran; Laurence A,Spring 2015,BIOC 3111K,1,Tsai-Tien Tseng ,2534,Required,20,16,21,999999,221.25,165.95,87,116.4,Principles of Biochemistry provides a concise introduction to fundamental concepts of biochemistry striking the right balance of rigor and detail between the encyclopedic volumes and the cursory overview texts available today. Widely praised for accuracy currency and clarity of exposition the Fifth Edition offers a new student-friendly design an enhanced visual program new Application Boxes contemporary research integrated throughout and updated end-of-chapter problems.
9780321732330,Concepts of Genetics Plus Mastering Genetics with etext ,William S. Klug Micheal R. Cumming Charlotte A. Spencer and micheal A. Palladino,Spring 2015,BIOL 3000,1,Micheal B. Beach,2922,Required,29,32,61,0,172.71,32.8,18.79,70.56,Known for its focus on teaching core concepts and problem-solving pertainign to genetics
9780415892940,Reading for Diversity and Social Justice ,Adams Maurianne,Spring 2015,EDUC 2120,1,BATES,13442,Required,8,8,8,999999,258.45,193.85,122.08,91.99,No description available.
9780465085736,Linked,BARBASI,Spring 2015,STS 2400,2,LEFEBVRE,2942,Required,1,1,62,999999,16,12,12,12,No description available.
9780470520338,Environmental Science 8th Edition,Botkin and Keller,Spring 2015,ENVS 2202K,1,Daniel R. Ferreira,2550,Required,20,20,25,999999,192.5,125,17.99,57.2,"Environmental Science: Earth as a Living Planet Eighth Edition provides emphasis on the scientific process throughout the book gives readers the structure to develop their critical thinking skills. Updated and revised to include the latest research in the field the eighth edition continues to present a balanced analytical and interdisciplinary approach to the field. New streamlined text clears away the ""jargon"" to bring the issues and the science to the forefront. The new design and updated image program highlights key points and makes the book easier to navigate"
9780547125329,Chemistry,Steven S. Zumdahl Susan A. Zumdahl,Spring 2015,CHEM 1212,1,Rajnish Singh,3040,Required,50,50,50,999999,271.45,361.9,22.99,272.49,CHEMISTRY outlines chemistry basics using a thoughtful approach built on problem solving. The book speaks directly to the reader about how to approach and solve chemical problems to learn to think like a chemist so that they can apply the process of problem-solving to all aspects of their lives. 
9780547152813,General Organic and Biological Chemistry ,H. Stephen Stoker,Spring 2015,CHEM 1151,1,HENRICKS,12027,Required,3,3,3,999999,116.81,54.03,22.5,103.96,No description available.
9780618761258,Economics Seventh Edition,William Boyes and Micheal Melvin,Spring 2015,ECON 1101,1,Zepnep Arzu Kelani,2313,Recommended,24,43,57,0,68.59,14.88,13.99,92.45,accessible writting strong pedagogy and integration of global economic issues
9780618949922,Understandable Statistics 9th Edition,Brase; Corrinne Pellillo,Spring 2015,MATH 2260,2,Joseph N Fadyn,2099,Required,50,40,60,999999,258.45,193.85,122.08,91.99,Understandable Statistics is a thorough yet accessible program designed to help students overcome their apprehensions about statistics. The authors provide guidance and informal advice while showing students the links between statistics and the world. To reinforce this approach the book integrates real-life data from a variety of sources including journals periodicals newspapers and the Internet. The Ninth Edition addresses the growing importance of developing students' critical thinking and statistical literacy skills through the introduction of new features and exercises throughout the text. Extensive technology resources include a new algorithmic test bank and lecture slides along with a market-leading DVD series and other resources designed to provide reinforcement for students and support for instructors. The use of graphing calculators Excel Minitab and SPSS is covered though not required.
9780691017846,The Hero With a Thousand Faces,Joseph Campbell,Spring 2015,ENGL 1102,4,Molly Brodak,3374,Required,50,50,0,0,14,3.49,0,0,Joseph Campbell's classic cross-cultural study of the hero's journey has inspired millions and opened up new areas of research and exploration. Originally published in 1949 the book hit the New York Times best-seller list in 1988 when it became the subject of The Power of Myth a PBS television special. The first popular work to combine the spiritual and psychological insights of modern psychoanalysis with the archetypes of world mythology the book creates a roadmap for navigating the frustrating path of contemporary life. Examining heroic myths in the light of modern psychology it considers not only the patterns and stages of mythology but also its relevance to our lives today--and to the life of any person seeking a fully realized existence. Myth according to Campbell is the projection of a culture's dreams onto a large screen; Campbell's book like Star Wars the film it helped inspire is an exploration of the big-picture moments from the stage that is our world. It is a must-have resource for both experienced students of mythology and the explorer just beginning to approach myth as a source of knowledge.
9780736095419,Physical Activity and Health,BouchardClaude,Spring 2015,ES 2100,1,FEITO,11564,Required,4,4,4,999999,89.92,27.94,25.6,11.66,No description available.
9780865165601,Latin for the New Millennium: Student Text (Latin Edition) ,Milena MinKova,Spring 2015,LATN 1002,1,TARVIN,11097,Required,3,3,3,999999,1.99,1.99,1.99,1.99,No description available.
9780918091895,Pre Calculus,Paul Sisson,Spring 2015,MATH 1113,1,Andrew McMorran,2057,Required,36,77,50,0,30.29,82.28,20.18,0,Provides the latest tools for students to be able to comput math problems leading into calculus.
9781111343781,Exploring Art: A Global Thematic Approach (with CourseMate Printed Access Card),Margaret Lazzari Dona Schlesier,Spring 2015,ARTS 2001,1,Frederick A. Tookes,2407,Required,50,50,50,999999,166.54,74.99,39.87,51.08,EXPLORING ART uses art examples from around the world to discuss art in the context of religion politics family structure sexuality entertainment and visual culture.
9781111837662,World History,William J. Duiker,Spring 2015,HIST 1111,1,Roger Soiset,2766,Required,50,50,50,999999,182.45,65,18.99,152.49,CENGAGE ADVANTAGE BOOKS: WORLD HISTORY offers the same engaging narrative of the full Seventh Edition at an affordable price
9781118164297,ENGINEERING FLUID MECHANICS,ELGER,Spring 2015,ENGR 3343,1,Karim M,2647,Required,1,1,34,999999,249.95,187.45,187.45,187.45,No description available.
9781118372203,ENGINEERING FLUID MECHANICS LOOSLEAF,ELGER,Spring 2015,ENGR 3343,1,Karim M,2647,Required,1,1,26,999999,170,127.5,127.5,127.5,No description available.
9781118566701,Accounting: Tools for Business Decision Making,Paul D. Kimmel Jerry J. Weygandt and Donald E. Kieso ,Spring 2015,ECON 2101,1,Shannon Shumate,2309,Required,39,113,152,0,202.17,19.91,18.91,70.88,Provides the basic tools and confidence for accountants to effectivley use them in making business decisions
9781121562875,MACHINE DYNAMICS & VIBRATIONS,VEAZIE,Spring 2015,ENGR 3125,1,Veazie D,3509,Required,1,1,34,999999,104,78,78,78,No description available.
9781133604372,American Government and Politics Today: The Essentials,Barbara Bardes Mack Shelley Steffen Schmidt,Spring 2015,POLS 1101,1,Dr. Stacey Mitchell,2794,Required,50,50,50,999999,113.28,58.12,32.84,93.99,AMERICAN GOVERNMENT AND POLITICS TODAY: THE ESSENTIALS 2013-2014 EDITION inspires readers to join the exciting process of being active informed citizens. Unbiased concisely organized and updated with Election 2012 coverage and a new focus on learning outcomes the text's fundamental theme continues to be the importance of participating in active citizenship emphasizing continual critical thinking about political issues and encouraging readers to become involved in the political process. With a keen understanding of the needs and interests of today's learners the authors incorporate interesting and relevant current examples to stimulate learning and excitement. The text is completely redesigned for even greater reader appeal.
9781133936794,McKeachie's Teaching Tips,Willbert McKeachie Marilla Svinicki,Spring 2015,GRAD 9001,1,BUDDIE,13741,Required,5,5,5,999999,213.15,159.85,109,175.4,No description available.
